CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,Weight,Encoded_Brand,Price,Encoded_OS
32933,12961,15.6,1920,1200,64.0,1024.0,1.92,11,2269.54,5
13775,2690,15.6,1920,1080,24.0,1024.0,1.73,21,1149.0,6
1556,324,14.0,1366,768,4.0,128.0,1.45,16,258.26,6
3292,2040,13.3,1920,1080,4.0,32.0,2.14,21,239.0,0
15287,4253,14.0,1920,1200,16.0,512.0,1.98,21,812.16,6
2350,4253,14.0,1920,1080,4.0,128.0,1.46,16,193.95,6
10346,2690,15.6,1920,1080,16.0,512.0,1.83,21,980.77,5
24971,4253,14.0,1920,1080,16.0,2000.0,1.23,11,838.14,6
23728,17089,17.3,1920,1080,32.0,1000.0,3.64,11,2257.71,6
10280,2690,15.6,1920,1080,8.0,256.0,2.98,11,519.0,6
20753,17089,17.3,1920,1080,16.0,512.0,2.32,23,1567.02,5
2502,1476,12.5,1366,768,8.0,128.0,1.34,16,212.98,5
26454,1476,14.0,1920,1200,32.0,1000.0,3.64,11,1353.65,6
7460,1476,15.6,1920,1080,8.0,256.0,1.7,16,404.0,5
11757,12961,15.6,1920,1080,8.0,512.0,2.0,4,1079.0,6
1628,1476,15.6,1920,1080,16.0,512.0,2.2,16,689.0,8
23896,13138,16.0,2560,1600,32.0,2048.0,2.4,10,1399.99,6
19333,2690,14.0,1366,768,16.0,512.0,1.0,20,1526.68,6
17229,2690,16.0,1920,1200,16.0,512.0,1.27,11,999.0,6
24971,2690,14.0,1920,1080,16.0,1024.0,1.53,11,899.0,5
8473,6138,15.6,1920,1080,12.0,256.0,1.86,23,719.99,5
11027,1476,15.6,1920,1080,16.0,512.0,2.09,16,399.99,6
19333,2690,17.0,2560,1600,16.0,1024.0,2.32,20,1309.99,6
32140,7320,15.6,1920,1080,24.0,2048.0,2.76,11,1439.0,5
17441,12961,17.3,1920,1080,16.0,1024.0,3.2,1,1169.0,6
23728,17089,14.0,1920,1080,32.0,1000.0,3.64,11,2430.72,6
15451,2690,14.0,2560,1600,32.0,512.0,3.64,11,1950.0,6
23728,12961,15.6,1920,1200,32.0,512.0,3.64,11,1924.22,6
23276,19560,15.6,1920,1080,16.0,1024.0,1.99,23,1259.0,6
23728,12961,17.0,1920,1200,32.0,4000.0,3.64,11,2377.81,6
23728,23757,17.3,2560,1440,16.0,1000.0,3.64,11,2814.29,6
32744,27324,17.3,1920,1080,32.0,2048.0,2.91,23,2249.0,6
24971,1476,14.0,1920,1080,32.0,512.0,1.32,11,1097.24,6
23728,12961,16.0,2560,1600,16.0,512.0,2.45,11,1196.06,6
6132,1476,14.0,1366,768,8.0,128.0,1.6,16,464.99,5
28003,8274,15.6,1920,1200,64.0,4096.0,1.68,11,2409.0,6
9891,2690,15.6,1920,1080,8.0,512.0,1.76,21,495.0,6
17329,12961,15.6,1920,1080,32.0,2048.0,2.1,1,1029.0,5
17441,7868,15.6,1920,1080,12.0,512.0,1.86,23,899.0,5
7460,1476,14.0,1366,768,8.0,256.0,1.5,16,410.0,5
28906,7320,15.6,1920,1080,16.0,512.0,2.0,21,1049.0,6
15287,12961,17.3,1920,1080,64.0,4096.0,2.5,16,2129.0,6
2350,19560,15.6,1920,1080,16.0,512.0,4.1,1,999.99,5
6132,1476,15.6,1920,1080,24.0,1024.0,3.08,21,609.0,6
2470,1476,14.0,1366,768,4.0,500.0,2.07,16,191.98,5
2424,1476,11.6,1366,768,4.0,64.0,1.05,1,183.0,0
24971,4253,15.6,1920,1080,32.0,1000.0,1.59,11,889.0,5
10641,1476,13.3,1920,1080,8.0,256.0,1.19,11,560.17,5
1486,1476,15.6,1366,768,12.0,128.0,1.85,21,447.0,5
7460,1476,17.3,1600,900,12.0,1024.0,2.23,21,679.0,5
8553,7868,15.6,1920,1080,32.0,1024.0,1.86,23,959.0,5
2350,12961,16.0,1920,1200,24.0,1024.0,1.8,11,1163.08,3
6132,1476,15.6,1920,1080,8.0,1024.0,1.74,11,579.0,5
32140,19560,15.6,1920,1200,32.0,1024.0,2.5,4,1939.99,6
12012,7576,15.6,1920,1080,8.0,512.0,2.41,4,979.0,5
13554,2690,14.0,2240,1400,64.0,4096.0,2.48,11,1439.0,6
44977,26876,16.0,2560,1600,64.0,2048.0,2.55,21,2729.0,6
3642,1476,15.6,1920,1080,32.0,512.0,2.38,11,846.61,6
26423,17089,16.0,2560,1600,16.0,1024.0,2.22,23,1599.0,5
9891,2690,14.0,1920,1080,8.0,256.0,2.05,11,499.99,5
19333,2690,15.6,1920,1080,32.0,2048.0,2.42,16,1359.0,6
44977,34635,17.3,2560,1440,16.0,1024.0,2.8,12,2399.0,6
1556,240,14.0,1366,768,4.0,128.0,1.55,21,189.99,6
23728,12961,15.6,1920,1200,32.0,512.0,3.64,11,1916.13,6
1988,324,11.6,1366,768,4.0,32.0,1.18,31,149.0,0
26423,17089,15.6,1920,1080,32.0,2048.0,2.6,1,1729.0,6
23276,7576,15.6,1920,1200,32.0,2048.0,1.82,11,2221.03,5
2350,17089,16.0,1366,768,64.0,2048.0,2.45,11,1565.02,3
29690,26876,17.3,2560,1440,32.0,1024.0,3.38,23,1999.0,6
21445,13645,17.0,1920,1080,64.0,2048.0,4.32,11,2726.66,6
24268,7320,17.3,1920,1080,64.0,4096.0,3.0,1,1949.0,5
34115,26876,16.0,2560,1600,16.0,2048.0,2.72,11,2269.0,5
26423,17089,17.0,3840,2400,20.0,1024.0,2.43,11,2999.0,6
21133,2040,16.0,1600,768,12.0,512.0,1.86,4,599.99,6
26423,17089,15.6,1920,1080,32.0,1024.0,2.54,11,1599.0,5
2695,1476,14.0,1366,768,4.0,500.0,2.5,16,188.98,5
15853,2040,15.6,1920,1080,32.0,512.0,1.77,16,999.99,6
23728,2438,15.6,1920,1080,32.0,1000.0,3.64,11,1900.77,6
6403,12961,14.4,2560,1600,16.0,512.0,3.0,25,1603.99,5
2059,2690,13.0,2880,1920,16.0,512.0,0.89,25,1359.99,6
2003,18,14.0,1920,1080,8.0,32.0,1.45,31,313.62,0
3240,926,14.0,1366,768,8.0,256.0,0.93,16,221.22,5
19333,2690,16.0,2560,1600,32.0,4096.0,1.5,20,2019.0,6
23728,17089,17.0,3840,2160,32.0,1000.0,3.64,11,2425.54,6
23728,27324,17.3,1920,1080,64.0,2000.0,3.64,11,2479.46,6
23728,17089,17.3,1920,1080,12.0,512.0,3.64,11,2270.42,6
13554,2690,14.0,1920,1200,16.0,1024.0,1.5,21,889.99,6
17329,2690,14.0,2880,1800,16.0,512.0,2.74,23,849.0,5
16506,2040,15.6,1920,1080,16.0,512.0,3.04,11,559.0,6
19333,2690,14.0,1920,1200,32.0,512.0,3.34,16,1349.0,6
26454,7320,16.0,2560,1600,16.0,512.0,3.64,11,1853.04,6
1176,1476,14.0,1366,768,8.0,500.0,2.0,16,212.98,5
23728,12961,14.0,1920,1080,16.0,512.0,3.64,11,1595.38,6
2350,4253,15.6,1920,1080,4.0,128.0,3.19,1,319.98,5
190,324,17.3,1600,900,4.0,128.0,2.75,33,324.13,6
8473,12961,15.6,1920,1080,16.0,1024.0,2.3,1,1079.0,6
2230,1476,14.0,1366,768,8.0,128.0,2.87,16,188.98,5
44977,26876,16.0,2560,1600,16.0,1024.0,2.4,11,2149.0,6
26423,12961,15.6,1920,1200,32.0,2048.0,1.92,11,2479.0,6
23728,12961,15.6,1920,1080,16.0,1000.0,3.64,11,2142.39,6
1108,926,11.6,1366,768,32.0,32.0,1.36,16,158.0,0
28523,22459,16.0,2560,1600,48.0,1024.0,1.5,11,2099.0,5
24971,2690,14.0,1920,1080,16.0,512.0,1.64,2,529.99,6
2059,4253,13.3,1920,1080,16.0,512.0,1.45,11,314.99,5
10346,2690,17.3,1600,900,32.0,2048.0,2.39,16,985.0,6
2350,4253,14.0,1920,1080,16.0,512.0,2.23,16,968.9,3
12802,2438,15.6,1920,1080,4.0,128.0,3.64,11,1772.57,6
6026,1042,15.6,1366,768,8.0,256.0,2.0,11,409.9,5
6026,1042,14.0,1920,1080,8.0,256.0,1.45,4,769.99,5
17441,12961,17.3,1920,1080,16.0,512.0,1.94,1,1159.0,6
23656,13676,16.1,1920,1080,16.0,512.0,2.42,16,1179.0,5
16980,2690,17.3,1920,1080,16.0,1024.0,2.33,16,789.0,6
16162,12961,15.6,1920,1080,32.0,1024.0,2.23,1,1129.0,5
20753,17089,16.0,1920,1080,64.0,2048.0,2.45,1,2049.0,6
26423,5051,16.0,1920,1080,16.0,512.0,2.84,16,1472.69,5
2947,2690,15.6,1920,1080,16.0,512.0,1.85,21,1049.0,5
26423,12961,16.0,1920,1200,16.0,512.0,1.86,11,1499.99,6
3122,6457,15.6,1920,1080,16.0,512.0,1.72,21,1296.77,5
23728,1476,14.0,1920,1200,16.0,512.0,1.57,11,849.0,6
20753,17089,15.6,1920,1080,64.0,2048.0,2.0,1,1839.0,5
9891,2690,14.0,1920,1080,8.0,512.0,2.82,1,599.0,5
12421,19560,15.6,1366,768,32.0,2000.0,3.64,11,2169.45,6
9970,4253,14.0,1920,1080,16.0,512.0,2.86,11,999.97,5
9737,1476,17.3,1600,900,16.0,1024.0,2.09,16,530.99,6
28523,23757,15.6,2560,1440,32.0,1024.0,2.3,4,2299.0,6
7459,6308,15.6,1920,1080,8.0,256.0,2.7,1,719.0,5
9891,2690,15.6,1920,1080,8.0,512.0,1.91,1,629.0,6
24268,7320,17.3,1920,1080,48.0,2048.0,2.59,4,1999.0,6
9891,2690,15.6,1366,768,8.0,512.0,2.24,16,499.0,6
17229,17089,15.6,1920,1080,32.0,32.0,2.95,23,1099.0,6
12012,16181,15.6,1920,1080,16.0,1024.0,2.09,1,1699.0,5
8185,23757,17.3,1920,1080,16.0,2000.0,3.64,11,2598.74,6
14526,7868,17.3,1920,1080,16.0,512.0,2.59,4,919.0,5
1208,1476,11.6,1366,768,4.0,512.0,1.68,11,232.98,5
1536,4253,13.3,2560,1600,16.0,1024.0,2.77,3,1899.0,2
23728,23757,15.6,2560,1440,16.0,1000.0,3.64,11,1294.99,6
21133,5146,17.3,1920,1080,64.0,2048.0,2.98,21,1579.99,5
11045,926,8.0,1920,1200,16.0,1024.0,2.6,13,1259.0,6
13554,2690,17.3,1920,1080,12.0,256.0,2.23,16,779.0,6
9737,1042,17.3,1600,900,8.0,256.0,2.18,16,449.99,5
26423,26876,15.6,1920,1080,16.0,1024.0,2.23,4,1199.49,6
23656,12961,15.6,1920,1080,16.0,512.0,2.52,11,1249.0,6
23276,19560,15.6,1920,1080,8.0,512.0,1.99,23,949.49,6
3928,13772,16.0,1920,1200,16.0,256.0,2.64,11,2073.2,6
26423,12961,16.0,1920,1200,40.0,4096.0,2.38,11,1609.0,6
28523,22459,16.0,2560,1600,64.0,2048.0,2.12,11,2269.0,5
17441,7868,15.6,1920,1080,8.0,256.0,1.86,23,766.0,5
28003,8274,15.6,1920,1200,32.0,1024.0,1.91,11,1909.99,6
7186,2040,15.6,1920,1080,32.0,1024.0,1.82,1,759.0,6
28003,4253,13.4,1920,1200,32.0,1000.0,1.23,11,1644.1,6
23062,892,13.0,2560,1600,8.0,256.0,1.32,3,495.0,3
23276,17089,15.6,1920,1080,64.0,2048.0,2.26,23,1849.0,6
2999,1476,12.5,1366,768,8.0,256.0,1.55,16,246.98,5
24971,4253,13.0,1920,1080,16.0,1000.0,1.22,11,378.0,5
29690,26876,17.3,1920,1080,64.0,4096.0,1.36,23,2449.0,6
12421,2690,16.0,2560,1600,16.0,512.0,1.5,20,1599.0,6
34306,7868,15.6,1920,1200,32.0,1024.0,2.21,11,2166.75,5
28003,2690,16.0,2560,1600,32.0,1024.0,2.93,11,1439.0,6
34306,26876,18.0,1920,1200,32.0,2000.0,3.64,11,2920.78,6
1628,2186,15.6,1920,1080,8.0,256.0,1.7,21,499.0,5
6026,751,15.6,1920,1080,8.0,256.0,1.82,21,455.88,5
17441,2690,15.6,1920,1080,24.0,1024.0,1.95,21,929.99,6
4106,1476,15.6,1920,1080,16.0,512.0,2.2,39,409.99,6
8641,2690,13.3,1366,768,16.0,512.0,0.5,21,584.0,6
23062,4253,14.0,1920,1080,8.0,512.0,1.53,11,1518.44,5
34115,19560,16.1,2560,1440,16.0,512.0,2.45,16,1699.0,5
9173,4253,14.0,1920,1080,8.0,1000.0,1.36,28,599.99,6
29690,26876,16.0,3840,2400,32.0,1024.0,2.09,12,2299.0,6
24268,19560,15.6,1366,768,16.0,512.0,4.0,4,1099.99,6
34905,27324,17.3,2560,1440,32.0,2048.0,2.73,16,2619.99,6
23728,12961,15.6,1920,1200,16.0,1000.0,3.64,11,1924.22,6
23728,12961,15.6,1920,1200,16.0,512.0,13.18,11,1599.0,6
6925,10075,15.6,1920,1080,16.0,1000.0,2.73,1,1349.0,5
20450,2690,14.0,1920,1080,32.0,1024.0,1.29,23,1199.0,5
10779,2690,14.0,1920,1080,16.0,512.0,1.25,20,1299.99,6
8473,12961,15.6,1920,1080,16.0,1024.0,2.3,1,1029.0,6
13144,2040,15.6,1920,1080,8.0,256.0,1.76,1,549.0,6
26423,17089,17.0,3840,2400,48.0,2048.0,2.0,11,3329.0,5
2991,1476,14.0,1366,768,16.0,500.0,2.25,21,234.98,5
28003,8274,15.6,1920,1200,64.0,3072.0,1.92,11,2319.0,5
10641,1476,15.6,1920,1080,16.0,512.0,2.12,11,1294.72,5
9891,2690,15.6,1920,1080,12.0,512.0,2.32,4,569.0,5
8185,12961,15.6,1920,1080,8.0,256.0,2.52,11,974.9,6
2495,2690,17.3,1600,900,16.0,1024.0,2.09,16,1115.0,6
26423,22459,17.3,1920,1080,16.0,512.0,1.48,23,1351.44,6
1687,4253,13.3,1920,1080,8.0,512.0,0.86,31,820.0,6
24971,1476,13.3,1920,1080,32.0,1000.0,1.13,11,831.59,6
48083,13645,16.0,3840,2160,192.0,4096.0,2.95,21,3563.64,6
13775,6020,16.0,1920,1200,16.0,512.0,1.87,11,1299.0,5
29690,34635,16.0,2560,1600,64.0,1000.0,3.64,11,2694.55,6
48083,27324,17.3,1920,1080,12.0,2000.0,3.64,11,2487.55,6
12802,1476,14.0,1920,1080,16.0,512.0,3.64,11,914.75,6
9891,4253,15.6,1920,1080,16.0,512.0,1.73,16,458.0,6
23276,12961,16.0,2560,1600,32.0,4096.0,2.0,4,1749.0,6
17441,12961,17.3,1920,1080,16.0,512.0,2.09,1,1109.0,5
178,296,15.6,1920,1080,8.0,256.0,2.18,11,639.99,6
48083,38874,17.3,2560,1440,32.0,2048.0,2.82,12,3499.0,6
23728,12961,15.6,3840,2160,32.0,1000.0,3.64,11,2218.62,6
9970,2690,14.0,1366,768,16.0,512.0,2.09,27,2279.99,5
8407,1818,17.0,2560,1600,16.0,1024.0,1.36,20,1412.52,5
3089,1476,15.6,1920,1080,4.0,128.0,1.63,21,2999.0,0
17229,12961,14.0,1920,1080,16.0,512.0,2.11,23,879.99,6
48083,34635,17.0,2560,1600,32.0,1024.0,5.27,23,2489.0,6
23656,12961,15.6,2560,1600,16.0,1024.0,2.82,21,2499.0,6
44977,38874,17.3,2560,1440,32.0,1024.0,2.8,16,3499.0,5
17441,12961,15.6,1920,1080,32.0,1024.0,2.25,23,1139.0,5
1628,1487,15.6,1920,1080,20.0,512.0,1.91,21,585.69,5
2502,1476,12.5,1366,768,8.0,500.0,1.58,21,207.98,5
9891,2690,14.0,1920,1080,48.0,512.0,1.5,21,1099.0,6
13481,2690,14.0,1366,768,16.0,256.0,1.62,11,690.0,5
15287,2690,16.0,1920,1080,16.0,1024.0,1.73,21,789.49,6
10346,2690,14.0,1920,1080,12.0,512.0,1.55,11,959.0,5
12421,12961,16.0,1920,1200,8.0,512.0,2.05,11,1156.55,6
13554,2690,14.0,1920,1200,16.0,512.0,1.5,21,669.0,6
2499,4253,14.0,1366,768,16.0,1024.0,2.05,21,329.98,5
3928,13772,16.0,1920,1200,32.0,2000.0,2.61,11,2218.36,6
17441,2690,15.6,1920,1080,16.0,1024.0,1.7,21,899.99,6
9891,2690,15.6,1920,1080,8.0,256.0,1.8,21,539.99,6
23728,12961,15.6,3840,2160,64.0,1000.0,3.64,11,2962.57,6
17229,2690,16.0,1920,1200,32.0,2048.0,2.1,11,1665.02,6
12802,4253,15.6,1920,1080,8.0,256.0,3.64,11,1157.94,5
26423,26876,15.6,1920,1080,32.0,1024.0,3.18,4,1479.0,6
6226,1476,14.0,1920,1080,16.0,256.0,2.73,11,685.0,5
26423,17089,15.6,1920,1080,16.0,512.0,2.27,11,977.49,6
5897,1476,14.0,1366,768,16.0,1024.0,2.33,16,269.99,5
11027,296,15.6,1920,1080,8.0,256.0,2.39,1,999.99,6
28523,22459,16.0,2560,1600,32.0,1024.0,2.45,11,1999.0,5
24268,19560,15.6,2560,1440,16.0,1024.0,2.24,21,1529.0,6
1722,4,14.0,1366,768,4.0,120.0,2.03,16,180.98,5
10641,4253,15.6,1920,1080,8.0,256.0,1.82,11,811.38,5
32745,1476,15.6,1920,1080,8.0,256.0,1.66,11,410.0,6
13554,2690,14.0,1920,1080,8.0,512.0,1.5,1,660.48,6
12802,12961,15.6,1920,1080,8.0,256.0,3.64,11,989.55,6
15451,2690,14.0,1920,1200,32.0,1024.0,2.75,11,1550.0,6
17093,506,16.0,1920,1200,16.0,512.0,1.86,4,642.97,6
10346,2690,15.6,1920,1080,32.0,1024.0,1.77,16,1089.0,6
9891,4253,15.6,1920,1080,16.0,256.0,1.68,16,899.0,5
2502,926,14.0,1920,1080,8.0,256.0,1.59,21,699.0,9
6132,1476,14.0,1366,768,12.0,1024.0,1.84,4,499.0,6
26423,8274,16.0,2560,1600,32.0,1024.0,2.09,21,1449.0,5
15084,12961,15.6,1920,1080,32.0,1024.0,1.54,1,959.0,5
10346,4253,14.0,1920,1200,16.0,512.0,1.0,20,1499.99,5
10984,7868,15.6,1920,1080,32.0,1024.0,2.25,21,959.0,6
15084,12961,15.6,1920,1080,32.0,2048.0,2.15,1,1029.0,6
7460,1476,15.6,1920,1080,8.0,512.0,1.59,4,485.0,5
18462,2040,15.6,1920,1080,16.0,1024.0,1.82,16,799.99,6
10552,2690,13.0,1920,1200,16.0,512.0,2.09,11,749.99,5
23728,1476,14.0,1366,768,16.0,512.0,3.64,11,923.99,6
22681,22459,15.6,1920,1080,16.0,1024.0,2.32,4,1989.95,5
9475,2040,15.6,1920,1080,16.0,1024.0,2.09,16,589.0,6
199,324,15.6,1366,768,4.0,128.0,1.86,21,259.0,5
26423,12961,16.0,3072,1920,24.0,2048.0,1.89,11,1619.0,6
3122,12961,15.6,1920,1200,32.0,512.0,1.92,11,2140.18,6
15348,4253,15.6,1920,1080,16.0,256.0,1.69,11,1445.81,6
24268,7320,17.3,1920,1080,16.0,1024.0,3.0,1,1349.0,5
20753,85,17.0,1920,1200,32.0,1024.0,2.09,11,1946.99,6
28003,8274,15.6,1920,1200,64.0,2048.0,1.91,11,1899.99,6
17329,12961,15.6,1920,1080,32.0,2048.0,2.43,1,1079.0,6
32744,13772,16.0,3840,2400,16.0,512.0,2.95,21,1899.0,6
15084,12961,15.6,1920,1080,16.0,1024.0,2.41,1,829.0,6
13144,2040,15.6,1920,1080,32.0,1024.0,1.86,16,949.0,6
2010,4253,13.3,1366,768,8.0,256.0,2.75,11,548.85,5
26454,1476,14.0,1920,1080,16.0,512.0,3.64,11,923.99,6
10552,1602,14.0,1920,1080,16.0,1024.0,1.45,21,1209.0,6
44977,26876,16.0,2560,1600,64.0,2048.0,2.86,11,2769.99,5
10552,2690,15.6,1920,1080,16.0,1024.0,2.71,11,804.0,6
6132,1476,14.0,1366,768,12.0,512.0,2.56,4,389.0,6
24268,19560,15.6,2560,1440,64.0,4096.0,2.41,21,1979.0,6
29690,12961,16.0,1920,1200,16.0,512.0,2.37,4,1389.0,6
20753,17089,16.1,1920,1080,64.0,1024.0,2.32,16,1719.0,6
23656,12961,15.6,1920,1080,16.0,1024.0,2.98,11,1209.0,5
2350,17089,17.0,3840,2160,16.0,2000.0,3.64,11,2478.67,6
26423,2690,15.6,1920,1080,16.0,512.0,1.8,4,1049.0,5
2703,4253,14.0,1366,768,8.0,500.0,1.76,16,246.98,5
10641,4253,15.6,1920,1080,8.0,500.0,1.72,11,872.93,5
9891,2690,15.6,1920,1080,12.0,256.0,1.68,21,561.99,6
23062,4253,13.3,1920,1080,8.0,256.0,1.24,11,785.39,5
34306,19560,15.6,1920,1200,32.0,2000.0,3.64,11,2204.72,6
8013,1476,14.0,1920,1200,16.0,1000.0,3.64,11,799.99,6
9891,2690,15.6,1920,1080,16.0,512.0,1.73,11,689.0,6
26423,13772,15.6,1920,1080,16.0,1024.0,1.93,16,2199.99,6
8185,27324,17.3,1920,1080,64.0,4000.0,3.64,11,2598.74,6
26454,1476,14.0,1920,1080,16.0,512.0,1.22,11,866.24,6
12802,1476,15.6,1920,1080,16.0,256.0,3.64,11,1213.87,6
18825,2040,16.0,2560,1600,16.0,1024.0,1.91,11,839.19,6
23656,12961,15.6,1920,1080,16.0,1024.0,2.52,11,1159.0,6
44977,26876,16.0,2560,1600,24.0,2048.0,2.01,11,2369.0,5
1417,1476,14.0,1920,1080,4.0,64.0,1.5,4,325.0,5
26423,17089,17.3,1920,1080,32.0,1024.0,2.73,23,1599.0,5
23276,7320,15.6,1920,1080,16.0,512.0,3.0,23,1209.0,5
3554,1476,14.0,1920,1080,8.0,128.0,3.27,16,401.88,0
2499,1476,14.0,1366,768,16.0,500.0,1.93,21,234.98,5
24268,19560,15.6,2560,1440,16.0,512.0,2.41,21,1319.0,6
17441,12961,17.3,1920,1080,16.0,512.0,2.57,1,1159.0,6
26423,22459,15.6,1920,1080,16.0,1024.0,2.73,23,1799.99,5
17229,17089,15.6,1920,1080,32.0,1024.0,1.82,23,1539.0,6
8734,1487,15.6,1920,1080,32.0,1024.0,1.73,11,799.0,5
11197,1476,14.0,1920,1080,16.0,256.0,2.05,11,390.97,5
17441,1476,15.6,1920,1080,64.0,256.0,1.59,11,735.31,5
23276,19560,15.6,1920,1080,16.0,512.0,2.5,1,1319.0,6
12421,26876,15.6,1366,768,32.0,4000.0,3.64,11,2691.91,6
3554,1476,15.6,1920,1080,8.0,256.0,1.81,11,712.3,6
23728,7915,15.6,1366,768,16.0,1000.0,3.64,11,1082.23,6
9475,2040,15.6,1920,1080,16.0,1024.0,2.39,16,589.0,5
24971,1476,13.3,1920,1080,16.0,1000.0,1.14,11,785.39,5
26454,19560,16.0,2560,1600,32.0,4096.0,2.27,23,2399.0,6
19012,12961,15.6,1920,1080,16.0,512.0,2.52,11,929.0,6
1108,333,14.0,1920,1080,8.0,32.0,1.55,16,253.67,0
2230,1476,14.0,1366,768,4.0,256.0,2.87,16,186.98,5
28523,23757,15.6,2560,1440,32.0,1024.0,2.3,4,2249.0,6
28003,19560,15.6,1920,1080,16.0,1024.0,2.42,16,1126.9,5
3108,2690,13.3,1366,768,8.0,256.0,1.33,16,624.98,6
9891,2690,15.6,1920,1080,8.0,256.0,1.91,1,599.0,6
10641,4253,14.0,1920,1080,8.0,256.0,1.38,11,733.42,5
20450,2690,14.0,1920,1080,32.0,2048.0,1.29,23,1369.0,6
3928,21775,17.3,1920,1080,64.0,1000.0,3.64,11,2585.75,6
101,1476,15.6,1366,768,8.0,128.0,1.77,11,378.0,5
3855,2040,15.6,1366,768,16.0,256.0,1.82,16,459.0,6
23728,23757,15.6,2560,1440,32.0,1000.0,3.64,11,1905.07,6
24971,4253,13.3,1920,1080,32.0,512.0,1.14,11,845.45,5
2350,4253,14.0,1920,1200,16.0,512.0,1.82,1,877.82,5
32140,19560,15.6,1920,1200,32.0,1024.0,2.5,4,1939.99,6
3123,926,14.0,1366,768,16.0,512.0,2.2,27,479.26,5
9475,2040,15.6,1920,1080,16.0,1024.0,1.9,16,589.0,6
9891,4253,15.6,1920,1080,32.0,1000.0,1.6,16,649.99,6
23656,23757,15.6,1920,1080,32.0,1024.0,2.41,21,1799.0,6
24971,4253,13.5,1366,768,8.0,256.0,2.32,25,1644.76,5
18462,4601,15.6,1920,1080,16.0,512.0,2.06,11,949.0,5
28003,7320,16.0,1920,1200,32.0,1024.0,1.81,1,1549.0,5
16980,2690,14.0,2240,1400,8.0,1024.0,1.55,21,859.99,6
17229,2690,15.6,1920,1080,16.0,1024.0,1.77,16,1209.99,6
6132,1476,14.0,1366,768,16.0,2048.0,1.8,4,589.0,6
17229,4253,15.6,1920,1080,32.0,1000.0,1.83,16,949.99,6
10298,9100,17.3,1920,1080,16.0,512.0,1.1,21,1980.51,5
23728,17089,14.0,1920,1080,16.0,4000.0,3.64,11,2632.0,6
13775,4253,16.0,2560,1600,16.0,512.0,2.09,21,774.99,6
9891,2690,15.6,1920,1080,12.0,512.0,2.86,4,569.0,5
23728,23757,15.6,1920,1080,16.0,1000.0,3.64,11,1837.6,6
17229,2690,16.0,1920,1200,16.0,1024.0,2.1,11,1289.0,6
2130,751,10.1,1920,1200,8.0,256.0,2.5,27,599.88,5
2410,1476,17.3,1920,1080,16.0,1000.0,3.02,11,1775.23,5
26423,17089,15.6,1920,1080,16.0,1024.0,2.25,23,1609.0,6
28003,2690,16.0,3072,1920,16.0,1024.0,2.05,16,1509.99,5
26423,17089,15.6,1920,1080,32.0,1024.0,2.68,11,1599.0,5
4982,1476,15.6,1920,1080,4.0,128.0,1.82,4,329.0,5
29690,12961,16.0,1920,1200,8.0,1024.0,1.82,4,1409.0,5
29690,19560,16.0,2560,1600,32.0,1024.0,2.69,16,1899.0,6
2350,2690,15.6,1920,1080,8.0,256.0,0.14,25,669.0,3
17441,12961,17.3,1920,1080,16.0,512.0,1.43,1,1109.0,6
26423,17089,15.6,1920,1080,32.0,1024.0,2.72,1,1599.0,6
2010,4253,14.0,1920,1080,16.0,128.0,2.23,11,1499.99,5
26423,17089,15.6,1920,1080,16.0,1024.0,3.64,11,1225.53,5
26423,12961,15.6,1920,1200,32.0,1024.0,1.92,11,2309.0,5
15084,12961,15.6,1920,1080,8.0,1024.0,2.14,1,879.0,5
23062,4253,13.3,1920,1080,8.0,256.0,1.14,11,1025.0,5
3240,1476,14.0,1366,768,8.0,500.0,1.55,16,270.98,5
17441,7868,15.6,1920,1080,16.0,512.0,2.6,23,919.99,6
23728,12961,15.6,1920,1200,32.0,512.0,3.64,11,1924.22,6
17441,2690,15.6,1920,1080,16.0,512.0,2.7,1,589.0,5
9891,2690,15.6,1920,1080,8.0,1024.0,1.77,21,579.99,6
9891,2690,15.6,1920,1080,8.0,256.0,2.7,11,619.0,6
23728,17089,17.0,3840,2160,64.0,1000.0,3.64,11,2558.36,6
6132,1476,15.6,1366,768,8.0,256.0,1.73,16,409.0,6
10552,2690,13.3,1920,1080,32.0,1024.0,1.18,11,1259.0,6
9970,2690,15.6,1920,1080,64.0,1024.0,2.41,11,1101.86,6
8185,27324,17.3,1920,1080,64.0,4000.0,3.64,11,2598.74,6
2350,926,11.6,1366,768,2.0,32.0,1.0,21,179.0,5
16506,2040,15.6,1920,1080,16.0,512.0,1.38,11,559.0,5
2947,2690,15.6,1920,1080,32.0,1024.0,1.77,16,899.99,6
26423,17089,15.6,1920,1080,32.0,2048.0,2.52,11,1829.0,6
1628,2040,15.6,1366,768,64.0,1024.0,1.62,11,848.76,5
26454,12961,15.6,1920,1080,16.0,512.0,1.82,4,1149.99,5
26423,12961,15.6,1920,1200,32.0,1024.0,1.92,11,2359.0,6
6287,1476,14.0,1366,768,8.0,256.0,1.6,11,401.98,5
1108,926,11.6,1366,768,4.0,32.0,1.23,4,209.0,0
10641,1476,15.6,1920,1080,4.0,128.0,1.91,11,1113.38,5
34115,19560,16.0,2560,1600,16.0,1024.0,2.59,1,1255.92,6
26423,17089,15.6,1920,1080,16.0,1024.0,2.5,1,1509.99,5
