,Brand,Series,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
136,Dell,Dell Inspiron 16 5635 laptop,AMD AMD Ryzen 7 7730U 4.5 GHz,AMD Radeon Graphics,16 GB,16 Inches,2560 x 1600 pixels,1 TB SSD,Windows 11,4.2 Pounds,839.19
137,Dell,Inspiron,Intel Core i5-1035G1 1035G1 1 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,1.7 Kilograms,519.0
138,HP,HP 15,Intel Core i3 1215U 3.3 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11 Pro,,399.99
139,ASUS,ROG Strix G15,AMD Ryzen 7 AMD Ryzen 7 6800H/HS Mobile 4.7 GHz,NVIDIA,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,,848.99
140,HP,Laptop,Intel Core i3 i3-1115G4 4.1 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1366 x 768 pixels,1 TB SSD,Windows 11,1.7 Kilograms,459.98
141,acer,A517-58M-59S6,Intel Core i5 i5-1335U 4.6 GHz,Intel Iris Xe Graphics,8 GB,17 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,4.6 Pounds,699.99
142,acer,A517-58M-59S6,Intel Core i5 i5-1335U 4.6 GHz,Intel Iris Xe Graphics,8 GB,17 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,4.6 Pounds,699.99
143,SAMSUNG,Galaxy Book3,Intel Core i5 1355U Processor 1.6 Hz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Pro,3.5 Pounds,899.99
144,acer,CB514-2HT-K0FZ,MediaTek MediaTek MT8125 Kompanio 828 2.6 GHz,ARM Mali G57,8 GB,14 Inches,1920 x 1080 pixels,64 GB SSD,Chrome OS,3 Pounds,349.99
145,ASUS,Vivobook 16,Intel Core i5 Intel Core i5-13500H 4.7 GHz,Intel UHD Graphics,8 GB,16 Inches,1920 x 1200 pixels,512 GB SSD,Windows 11 Home,4.1 Pounds,599.0
146,Lenovo,IdeaPad 3 81X800ENUS,Intel Core i3 Core i3 3 GHz,Intel UHD Graphics,20 GB,15.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 11,4.1 Pounds,418.0
147,HP,HP Notebook,Intel Core i5 CPU Core 4.2 GHz,Intel Iris Xe Graphics,8 GB,15 Inches,1920x1080,256 GB SSD,Windows 11 Home,1690 Grams,408.0
148,Dell,Dell Inspiron 15 3535,AMD Ryzen 3 Ryzen 5 7530U 2 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920x1080,512 GB SSD,Windows 11,3.6 Pounds,459.0
149,Asus,Vivobook,Intel Core i3 3 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920x1080,128 GB SSD,"Windows 10 Pro, Windows 10 Home, Windows 10 S, Windows, Windows 11, Windows 10",1.8 Kilograms,359.98
150,acer,2023 Newest Acer X360 Chromebook Spin,MediaTek MediaTek MT8183 MediaTek MT8183C 2 GHz,Integrated Mali-G72 MP3 Graphics,4 GB,11.6 Inches,1366 x 768 pixels,64 GB Emmc,Chrome OS,2.3 Pounds,183.0
151,ASUS,Asus Vivobook,Intel Core i5-1035G1 i3-1115G4 3 GHz,Intel UHD Graphics,20 GB,15.6 Inches,1920x1080,1 TB SSD,Windows 10,3.8 Pounds,499.0
152,Apple,Apple 2023 MacBook Pro,Apple None Apple M3 4 GHz,Apple,16 GB,14.2 Inches,,,Mac OS,6.4 Pounds,1793.42
153,Lenovo,IdeaPad 3 15ITL05,Intel Core i3 Family i3 3 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 11,5.2 Pounds,349.0
154,HP,HP Chromebook x36014a-ca0023nr,Intel Pentium N5030 1.1 GHz,Intel UHD Graphics 605,4 GB,14 Inches,1366 x 768,64 GB SSD,Chrome OS,3.3 Pounds,258.0
155,HP,14-dq0050nr,Intel Celeron N4020 N4020 2.8 GHz,"Integrated Graphics,Intel UHD Graphics 600",4 GB,14 Inches,1366 x 768 pixels,,Windows 11 S,3.2 Pounds,258.26
156,ASUS,ExpertBook B1,Intel Core i7 I7-1255U 4.7 GHz,Intel Iris,16 GB,15.6 Inches,1920 x 1080 pixels,,Windows 11 Pro,,943.62
157,Lenovo,Lenovo 300W Gen 3,AMD AMD E Series 3015e 2.3 GHz,AMD Radeon Vega 8,4 GB,11.6,1366 x 768,,Windows 10 Pro,2.93 Pounds,289.0
158,Lenovo,IdeaPad 3 82RK,Intel Core i3 Family Intel Core i3-1215U 2.4 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,3.59 Pounds,549.0
159,Dell,Latitude 7310 Laptop,Intel Core i7 1.8 GHz,Intel,16 GB,13 Inches,1920 x 1080 pixels,1000 GB SSD,Windows 10 Pro,2.69 Pounds,378.0
160,Lenovo,Lenovo Ideapad 3i,Intel Core i3 Family 3 GHz,Intel UHD Graphics,12 GB,14 Inches,1920x1080,512 GB SSD,Windows 11 S,1.5 Kilograms,345.0
161,ASUS,ASUS VivoBook 15,Intel Intel Core i7 Intel Core i7-1165G7 4.7 GHz,Intel Iris Xᵉ,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,4 Pounds,769.99
162,HP,Pavilion x360,Intel Core i5 Family Intel Core i5-1235U 2.4 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,3.4 Pounds,679.0
163,Lenovo,82HS00RBUS,Intel Core i3 Family 3 GHz,Intel UHD Graphics,4 GB,14 Inches,1920x1080,256 GB SSD,Windows 11 Home,3.3 Pounds,394.99
164,acer,CB514-2H-K7GF,MediaTek MediaTek_MT8127 Kompanio 828 2.6 GHz,ARM Mali G57,8 GB,14 Inches,1920 x 1080 pixels,64 GB SSD,Chrome OS,2.9 Pounds,370.84
165,HP,,Intel Intel Core i3 Intel Core i3-1115G4 3 GHz,Intel,32 GB,15.6 Inches,1366 x 768 pixels,1000 GB SSD,Windows 11,3.8 Pounds,579.99
166,Lenovo,IdeaPad,Intel Core i3 Family 1115G4 3 GHz,Intel UHD Graphics,20 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,3.3 Pounds,292.0
167,HP,HP Chromebook,Intel Pentium Intel Processor N200 1 GHz,Intel,8 GB,15.6 Inches,1366 x 768 pixels,64 GB SSD,Chrome OS,3.8 Pounds,309.99
168,HP,14-FQ100,AMD Ryzen 3 AMD Ryzen 3 5300U 1.9 GHz,AMD Radeon Graphics,8 GB,14 Inches,1366 x 768,256 GB SSD,Windows 11 Pro,,429.0
169,HP,17-BY400,Intel Core i5 Family Intel Core i5-1135G7 2.4 GHz,Intel Iris Xe Graphics,12 GB,17.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,5.25 Pounds,679.99
170,Lenovo,Chromebook C330,MediaTek Mediatek Mt8173C MT8173C 2.1 GHz,PowerVR SGX543,4 GB,11.6 Inches,1366x768,64 GB SSD,Chrome OS,2.6 Pounds,279.99
171,Dell,Dell Latitude E5570,Intel Intel Core i7 intel core i7 2.6 GHz,intel,16 GB,15.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro,2.74 Kilograms,248.9
172,HP,HP Victus Gaming Laptop,Intel Intel Core i5 12450H 4 GHz,NVIDIA GeForce GTX 1650,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,5.1 Pounds,685.0
173,Lenovo,Dell Precision,Intel Pentium No 1.1 GHz,intel,4 GB,15.6 Inches,1920 x 1080 pixels,128 GB SSD,Windows 11 Home S,3.7 Pounds,241.09
174,acer,Acer Aspire Vero,Intel Core i5 i5-1235U 4.4 GHz,Intel Iris Xe Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,3.3 Pounds,599.99
175,HP,HP Stream,Intel Celeron N Celeron N3060 1.6 GHz,Intel GMA 3150,4 GB,14 Inches,1366 x 768,32 GB SSD,Windows 10 Home,3 Pounds,199.0
176,HP,‎17-cn0003dx,Intel Intel Core i3 Intel Core i3-1125G4 2 GHz,Intel,32 GB,17.3 Inches,1600 x 900 pixels,1000 GB SSD,Windows 11,4.6 Pounds,619.99
177,HP,hp laptop,Intel Intel Core i3 1115G4 4.1 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1366 x 768 pixels,1 TB SSD,Windows 11 Home,1.7 Kilograms,439.0
178,HP,HP Pavilion x360 Convertible 14-dw1025nr,Intel Intel Core i5-1135G7 11th Generation Intel Core i5-1135G7 4.5 GHz,Intel Iris,8 GB,14 Inches,1920 x 1080,256 GB SSD,Windows 11 Home,3.6 Pounds,508.0
179,Lenovo,AMD Athlon,AMD R Series 1.4 GHz,AMD Radeon Graphics,4 GB,14 Inches,1920 x 1080 pixels,128 GB SSD,Windows 11 Home,3.09 Pounds,199.0
180,MSI,Modern 15 B7M-224US,AMD Ryzen 5 Ryzen 5 7530U 2 GHz,AMD Radeon Graphics 5,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,5.6 Pounds,699.0
181,Lenovo,,Intel Intel Core i5 1135G7 2.4 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,3.87 Pounds,495.0
182,HP,HP Laptop 17-by4025nr,Intel Intel Core i3 i3-1115G4 4.1 GHz,Intel UHD Graphics,4 GB,17.3 Inches,1600 x 900,256 GB SSD,Windows 11 Home,5.3 Pounds,395.0
183,Apple,,,Integrated,8 GB,13.3 Inches,,512 GB,Mac OS,,1449.99
184,Lenovo,IdeaPad 3,Intel Core i3 i3-1005G1 1.2 GHz,Intel UHD Graphics,4 GB,14 Inches,1920 x 1080,128 GB SSD,Windows 11,3.3 Pounds,339.97
185,HP,15-dy2795wm,"Intel Intel Core i5 Intel Core i5-1135G7, 1 GHz",Intel,32 GB,15.6 Inches,,1000 GB SSD,Windows 11,3.52 Pounds,649.99
186,ASUS,R565MA-RB05,Intel Celeron Intel Celeron N4020 2.8 GHz,AMD Radeon,4 GB,15.6,1366 x 768 pixels,1 TB HDD,Windows 10 Home,3.75 Pounds,225.0
187,acer,Acer Chromebook 317,Intel Celeron N N4500 2.8 GHz,Intel UHD Graphics,4 GB,17.3 Inches,1920 x 1080 pixels,128 GB Emmc,Chrome OS,4.9 Pounds,329.99
188,LG,17Z90R-K.ADS9U1,Intel Core i7,Intel Iris,32 GB,17,2560 x 1600 pixels,2 TB SSD,Windows 11 Home,3.2 Pounds,1396.99
189,HP,HP Stream,Intel Celeron N Intel Celeron N4120 1.1 GHz,Intel UHD Graphics 600,8 GB,14 Inches,1366 x 768 pixels,64 GB SSD,Windows 11 S,3.2 Pounds,289.0
190,Lenovo,THINKPAD T430,Intel Core i5-3320M 2.6 GHz,Integrated Graphics,8 GB,14 Inches,1366 x 768 pixels,500 GB HDD,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,6.1 Pounds,199.98
191,Panasonic,Panasonic Toughbook,Intel Core i5 5300U Intel i5-5300U 2.3 GHz,HD Graphics 5500,16 GB,13.1 Inches,1024 x 768,1 TB SSD,Windows 10,7.9 Pounds,599.99
192,HP,HP Laptop,Intel Core i5 Core i5-1035G1 3.6 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Home,3.75 Pounds,404.0
193,ASUS,CXB170CK,Intel Celeron N4500 1.1 GHz,Intel UHD Graphics,4 GB,17.3 Inches,1920 x 1080 pixels,64 GB SSD,Chrome OS,5.3 Pounds,249.8
194,HP,HP 15.6,Intel Pentium n200 1.1,Intel,4 GB,15.6,,,Windows 11,8 Pounds,299.0
195,HP,HP 14,AMD Ryzen 3 3250U ryzen 3 2.6 GHz,AMD Radeon Vega 3,8 GB,14 Inches,1366 x 768,1 TB HDD,Windows 10 S,,409.0
196,HP,15-FD,Intel Pentium N200 3.7 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1366x768,128 GB UFS,Windows 11 S,,315.99
197,Luqeeg,,,Intel UHD Graphics,16 GB,15.6 Inches,,512 GB,Windows 11,,418.93
198,SAMSUNG,Wifi,Intel Celeron N4500 1.1 GHz,Chrome OS,8 GB,14 Inches,1920 x 1080 pixels,32 GB SSD,Chrome OS,3.2 Pounds,313.62
199,HP,TPN-Q242,AMD Ryzen 3 5300U 3.8 GHz,AMD Radeon Graphcis,16 GB,14 Inches,1366 x 768 pixels,1 TB SSD,Windows 11 Home,3.2 Pounds,450.0
200,ASUS,SUS ZenBook 13,Intel Intel Core i5-1135G7 Intel Core i5-1135G7 4.2,Intel Iris Xe Graphics,8 GB,13.3 Inches,2560 x 1080 pixels,256 GB SSD,Windows 11 Home,2.51 Pounds,810.99
201,Dell,Dell Latitude,Intel Core i5 CORE I5-8350U 1.70GHZ 1.7 GHz,Intel,8 GB,14 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Pro,3 Pounds,165.0
202,acer,CP314-1H-P1Q5,Intel Pentium Pentium Silver N6000 3.3 GHz,Intel UHD Graphics,8 GB,14 Inches,1366 x 768 pixels,128 GB Emmc,Chrome OS,3.4 Pounds,390.2
203,HP,Chromebook 14a-na0226nr,Intel Celeron N4120 1.1 GHz,Intel UHD Graphics 600,4 GB,14 Inches,1366 x 768,64 SSD,Chrome OS,3.2 Pounds,195.0
204,MSI,,Intel Core i5 Intel Core i5 1155G7 2.4 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,3.8 Pounds,497.49
205,Gateway,,Intel Celeron N4020 1.1 GHz,Intel,4 GB,11.6 Inches,1366 x 768 pixels,64 GB SSD,Windows 10 S,3.9 Pounds,179.0
206,Lenovo,IdeaPad 3 15IAU7,Intel Core i5 Family 0.9 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,3.59 Pounds,598.0
207,acer,AV15-51-5155,Intel Core i5 i5-1155G7 4.5 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows,4 Pounds,450.61
208,HP,Pavilion,AMD Ryzen 3 3250U Ryzen 3 3250U 2.6 GHz,AMD Radeon Graphics,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11,3.24 Pounds,372.0
209,SAMSUNG,Chromebook 4+,Intel Celeron N3450 Celeron N4000 1.1 GHz,Intel,4 GB,15.6 Inches,1920 x 1080 pixels,64 GB Embedded MultiMediaCard,Chrome OS,1.2 Pounds,184.03
210,Lenovo,IdeaPad 5 14ALC05,AMD Ryzen 7 1.8 GHz,AMD,8 GB,14 Inches,1920 x 1080,,Windows 11 Home,3.04 Pounds,369.99
211,ASUS,Vivobook 15,Intel Core i7 Family Intel Core i7-1255U 2.3 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,2 TB SSD,Windows 10 Home,,899.0
212,ASUS,ASUS Vivobook 16,Intel Core i5 Family Intel Core i5-1235U 2.5 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,4.1 Pounds,639.0
213,Lenovo,"Lenovo 14"" Laptop",Intel Intel Core i7 Intel 4.6 GHz,Intel Iris,16 GB,14 Inches,2240 x 1400 pixels,512 GB SSD,Windows 11,5.11 Pounds,535.99
214,ASUS,Vivobook F1500E,Intel Core i5 Family Intel Core i5 1135G7 2.5 GHz,Intel Iris Xe Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 10 Pro,4 Pounds,639.99
215,HP,HP Notebook 15-dy1731ms,Intel Intel Core i3 Core i3-1005G1 1.2 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1366x768,128 GB SSD,Windows 10,4.4 Pounds,369.0
216,HP,1,Intel Pentium Other Pentium 6405U 2.8 GHz,Intel,8 GB,15 Inches,1366 x 768 pixels,32 GB SSD,Windows 10,1.8 Kilograms,350.0
217,HP,15-DY100,Intel Core i3-1005G1 Intel Core i3-1005G1 1.2 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1366 x 768,256 GB SSD,Windows 11 Home,3.7 Pounds,429.99
218,Lenovo,ThinkBook 13s G4 IAP,Intel Core i7 Family Intel Core i7-1260P 3.2 GHz,Intel Iris Xe Graphics,16 GB,13.3 Inches,2560 x 1600,512 GB SSD,Windows 11 Home,2.9 Pounds,899.0
219,HP,,Intel Intel Core i5 Intel 4.2 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11,3.72 Pounds,486.0
220,HP,HP-13-BA1047WM,Intel Core i5 Family Intel Core i5-1135G7 2.4 GHz,Intel Iris Xe Graphics,8 GB,13.3 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11 Home,2.9 Pounds,649.99
221,HP,HP EliteBook,Intel Core i5 Core i5 2.4 GHz,Intel HD,8 GB,14 Inches,1366 x 768 pixels,512 GB SSD,Windows 10,5 Pounds,230.21
222,Lenovo,82H803SDUS,Intel Core i3 Family i3 3 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1920 x 1080 pixels,256 GB SSD,Windows 11,5.2 Pounds,345.0
223,DELL,Latitude 5320,Intel Core i7 Family Intel Core i7-1185G7 2.8 GHz,Intel Iris Xe Graphics,32 GB,13.3 Inches,1920 x 1080,4 TB SSD,Windows 11 Pro,2.61 Pounds,1559.0
224,Lenovo,81WF004CUS,Intel Core i5 Family i5-1035G1 1 GHz,Intel UHD Graphics,20 GB,17.3 Inches,1600 x 900 pixels,512 GB SSD,Windows 11 Home,4.84 Pounds,789.99
225,DELL,7490,Intel Core i7 1.9 GHz,i7-8650U,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,3.1 Pounds,279.0
226,Apple,MacBook Pro 16-inch,Intel Core i7 Core i7 2.6 GHz,Intel UHD Graphics 630,16 GB,16 Inches,2560 x 1600 pixels,512 GB SSD,Mac OS X 10.0 Cheetah,4.3 Pounds,649.0
227,HP,HP Laptop,AMD Ryzen 5 5500U AMD Ryzen5 5500U 2.1 GHz,AMD Radeon,16 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 S,4.58 Pounds,563.25
228,HP,,Intel Core i7,Intel,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB,No OS,2.99 Kilograms,845.99
229,ASUS,F515EA-WS31,Intel Core i3 i3-1115G4 3 GHz,Intel,4 GB,15.6,1920 x 1080 pixels,128 GB SSD,Windows 11 S,3.7 Pounds,289.0
230,Dell,Inspiron,Intel Core i5 Family 1135G7 1 GHz,Intel UHD Graphics,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,1.7 Kilograms,517.0
231,Lenovo,ThinkPad T16 Gen 1,Intel Core i5 1.3 GHz,Intel UHD Graphics,16 GB,16 Inches,1920x1200,512 GB SSD,Windows 11 Pro,4 Pounds,997.0
232,ASUS,ASUS Vivobook 17X,Intel Core i9 I9-13900H 5.4 GHz,Intel Iris,16 GB,17.3 Inches,1920 x 1080 pixels,,Windows 11 Home,4.6 Pounds,999.99
233,Lenovo,82H801GGUS,Intel Pentium 4 Intel Pentium Gold 7505 2 GHz,Intel HD Graphics 7505,4 GB,15.6,1920 x 1080,128 GB SSD,Windows 11 Home,3.7 Pounds,339.99
234,HP,Laptop 15-ef0021nr,AMD Ryzen 3 3200U Ryzen 3 3200U 2.6 GHz,AMD Radeon Vega 3,8 GB,15.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 10 Home,3.8 Pounds,336.0
235,Lenovo,,Intel Core i7 Intel Core i7 1255U 1.7 GHz,Intel,16 GB,16 Inches,2560 x 1600 pixels,512 GB SSD,Windows 11 Home,4.6 Pounds,774.99
236,DELL,Dell Latitude 5480,Intel Core i5 Intel Core i5-7200U 2.5 GHz,Intel,16 GB,14 Inches,,16 GB SSD,Windows 10 Pro,1.6 Kilograms,209.0
237,LENOVO,IdeaPad,Intel Core i3 1115G4 3 GHz,Intel UHD Graphics,20 GB,15.6 Inches,1366 x 768 pixels,512 GB SSD,Windows 11 Home,4.07 Pounds,440.0
238,LG,LG Gram 17,Intel Core i7 13th Gen Intel i7-1360P 5 GHz,‎Intel Iris Xe,16 GB,17.3 Inches,2560 x 1600 pixels,512 GB SSD,Windows 11 Pro,3 Pounds,1029.49
239,hp,"HP - 15.6"" Touchscreen Laptop",Intel Intel Core i3 i3-1115G4 3 GHz,Intel UHD Graphics,8 GB,15.6,1366 x 768 pixels,256 GB SSD,Windows 11,2.36 Pounds,389.0
240,Lenovo,82XF,Intel Core i7 Family Intel Core i7-1355U 1.7 GHz,Intel Iris Xe Graphics,16 GB,16 Inches,1920x1080,1 TB SSD,Windows 11 Home,3.8 Pounds,789.49
241,ASUS,Zenbook 14 Flip,Intel Core i5 I5-1340P 4.6 GHz,Intel Iris,16 GB,14 Inches,2560 x 1600 pixels,512 GB SSD,Windows 11 Home,6.5 Pounds,999.0
242,ASUS,ASUS Chromebook,Intel Celeron N n4500 1.1 GHz,Intel HD Graphics 5000,4 GB,17.3 Inches,1920 x 1080 pixels,32 GB SSD,Chrome OS,5.3 Pounds,250.82
243,Dell,Latitude 5300,Intel Core i5 1.6 GHz,Intel UHD Graphics 620,16 GB,13.3 Inches,1920x1080,1 TB SSD,Windows 10 Pro,2.9 Pounds,891.65
244,Lenovo,Lenovo Ideapad,Intel Core i3-10110U 10110u 2.1 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 10,4.07 Pounds,400.0
245,Apple,MacBook Pro,Intel,Intel HD Graphics 520,4 GB,15 Inches,1366 x 768 pixels,,Mac OS,,239.0
246,HP,Pavilion,Intel Core i5 1235U 3.3 GHz,Intel Iris Xe Graphics,32 GB,14 Inches,1920x1080,1 TB SSD,Windows 11 Pro,,689.99
247,ASUS,VivoBook 16,AMD Ryzen 9 R9-7940HS 5.2 GHz,AMD Radeon 9,16 GB,16 Inches,1920 x 1200 pixels,,Windows 11 Home,,799.99
248,Dell,Inspiron 16 5620,Intel Core i7 Family 1255U 1.2 GHz,Intel Iris Xe Graphics,32 GB,16 Inches,1920 x 1200 pixels,1 TB SSD,Windows 11 Home,1.9 Kilograms,857.0
249,Dell,3520,Intel Core i3 Family i3-1215U 4.4 GHz,Intel UHD Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,,549.0
250,HP,HP,Intel Core i3-1115G4E i3-1115G4 4.1 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1366 x 768 pixels,1 TB SSD,Windows 11 Home,3.73 Pounds,455.0
251,Dell,nspiron 15 3530,Intel Core i7 Family Intel Core i7-1355U 1.2 GHz,Intel Core Iris Xe Graphics,64 GB,15.6 Inches,1920 x 1080 pixels,2 TB SSD,Windows 11 Pro,3.6 Pounds,994.98
252,HP,14-dq0052dx,Intel Celeron N4000 Intel Celeron N4120 1.1 GHz,Intel,16 GB,14 Inches,1366 x 768 pixels,64 GB SSD,Windows 11,3.24 Pounds,389.99
253,MSI,Prestige 13Evo A12M-070US,Intel Core i5 Intel® Core™ i5-1240P 1.2 GHz,Intel,16 GB,13.3 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,2.2 Pounds,699.0
254,HP,HP Imagepad,Intel Core I3 1115G4 Intel Core i3-1115G4 4.1 GHz,Intel UHD Graphics,8 GB,15.6 Inches,1366 x 768 pixels,256 GB SSD,Windows 11,3.8 Pounds,349.0
255,HP,Pavilion 15-EG300,Intel Core i7 Family Intel Core i7-1355U 2.9 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,3.9 Pounds,999.0
256,ASUS,L510MA-DS02,Intel Celeron Intel Celeron N4020 2.8 GHz,Intel,4 GB,15.6 Inches,1920 x 1080 pixels,64 GB Emmc,Win 10 Home in S Mode,3.5 Pounds,225.0
257,Dell,Latitude 7320 Laptop,Intel Core i7 1.8 GHz,Intel,32 GB,13.3 Inches,,512 GB SSD,Windows 11 Pro,2.5 Pounds,831.59
258,ASUS,Vivobook 15,Intel Core i7 Family Intel Core i7-1255U 2.4 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Pro,,829.0
259,HP,15-DY200,Intel Core i7 Family Intel Core i7-1165G7 2.3 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 10 Home,,909.0
260,Dell,Inspiron 15,Intel Core i7 1255u 1.7 GHz,Intel Iris Xe Graphics,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Pro,3.7 Pounds,894.98
261,Lenovo,82SD000SUS,Intel Core i5 i5-1235U 4.4 GHz,Intel Iris,16 GB,14 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,,599.99
262,Dell,Dell Inspiron 15 3535,AMD Ryzen 5 Ryzen 5 7530U 2 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Pro,3.6 Pounds,499.0
263,acer,Acer Swift 3,Intel Intel Core i7-1165G7 Intel EVO Core i7-1165G7 2.8 GHz,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,2.65 Pounds,655.0
264,acer,Aspire 5 A515,AMD Ryzen 7 3700U AMD Ryzen 7 3700U 2.4 GHz,AMD Radeon Graphics,32 GB,15.6 Inches,1920 x 1080,1 TB SSD,Windows 11 Home,4 Pounds,759.0
265,acer,SF314-43-R2YY,AMD AMD Ryzen 7 Ryzen 7 5700U 4.3 GHz,AMD Radeon Graphics,8 GB,14 Inches,1920 x 1080 pixels,64 GB SSD,Windows 10 Home,2.6 Pounds,583.0
266,acer,,Intel MediaTek MT8183,MediaTek,4 GB,11.6 Inches,1366 x 768 pixels,64 GB,Windows 10 Home,3.8 Pounds,180.0
267,acer,Aspire A517,Intel Core i7 Family 2.8 GHz,Intel Iris Xe Graphics,36 GB,17.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 10 Home,5.7 Pounds,979.99
268,Dell,Inspiron 15,Intel Core i5 Family Intel Core i5-1155G7 2.6 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 Home,3.7 Pounds,589.0
269,Dell,Dell Latitude,Intel Core i5 4.2 GHz,Intel,16 GB,14 Inches,1920 x 1080 pixels,256 GB SSD,Windows 10 Pro,,419.69
270,ASUS,Asus,Intel Celeron N4020 9 GHz,Intel,4 GB,14 Inches,1366 x 768 pixels,64 GB Emmc,Windows 10,16 Ounces,189.0
271,Lenovo,IdeaPad 3 81X8,Intel Core i3 Family Intel Core i3-1115G4 2.1 GHz,Intel UHD Graphics,32 GB,15.6 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11 Home,3.75 Pounds,669.0
272,HP,,Intel Core i7 Core i7 1.9 GHz,Intel UHD Graphics 620,32 GB,13.3 Inches,1920 x 1080 pixels,1 TB SSD,Windows 11,3.2 Pounds,523.99
273,Apple,,,Apple Integrated Graphics,8 GB,14.2 Inches,,512 GB,Mac OS,,1449.0
274,Dell,Inspiron,Intel Core i5 Family 1135G7 2.4 GHz,Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080 pixels,512 GB SSD,Windows 11 Home,3.7 Pounds,459.92
